S No.,Gender,Category,Price,Brand,Product,Review,Label
53,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",Superb saree gives beautiful look,1
54,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",Very very nice saree💗💗💗💗💗,1
55,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",As expected!! Smooth and good quality...loved it!!,1
56,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",Worth the price ❤️go fot it guys,1
57,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",It's a printed daily wear saree.. material is Georgette and it's worth its price ...good and durable... easily washable and zero maintainence product.,1
58,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)","Good product...material is so soft, and light weight ..best for daily use ..colour also looks good",1
59,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",Cheap quality saree,0
60,Female,Sarees,194,Anand,"Polka Print, Printed Daily Wear Georgette Saree  (White, Black)",This saree was So nice ....,1
61,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Looks nice after wearing,1
62,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Very good,1
63,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Good product,1
64,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Ok ok type at this price,1
65,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",nice product....,1
66,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Super,1
67,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Quality super,1
68,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Not good looking very old pls don't buy,0
69,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Quality not nice and i h've got different colour,0
70,Female,Sarees,194,Anand,"Ombre, Paisley, Floral Print, Printed Daily Wear Georgette Saree  (Cream)",Very bad,0
71,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Beautiful saree,1
72,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Beautiful saree thanks flipkart,1
73,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",I loved this product,1
74,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",This saree is so nice wearing it looks so gorgeous 😍.But blouse is so week 😣,1
75,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Nice,1
76,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)","Very nice saree nd nice blouse , fabric is chiffon nd also very good seriously nice product in this price ,i really loved it, go for it without any doubt👌👍😍",1
77,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Excellent Saree at low price. I like it. Go ahead for it.,1
78,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Nice fabric. Amazing saree at reasonable price!,1
79,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Very Nice Product 👍👍👍👍...,1
80,Female,Sarees,324,Anand,"Embellished Bollywood Chiffon Saree  (Red, Yellow)",Excellent saree,1
81,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",lovely saree,1
82,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",it's realy good..,1
83,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",Nice saree. Go for it.,1
84,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",very comfertable and lite wait saari,1
85,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",super material,1
86,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",Quality is normal,1
87,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",Very nice,1
88,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",wastage of money,0
89,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",fabric was not good.. it is synthetic type saree And looks very bad,0
90,Female,Sarees,274,Divastri ,"Printed Fashion Cotton Blend Saree  (Blue, Beige)",trust me it's really value for money,1
91,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Good Quality,1
92,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Very nice,1
93,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Nice saree,1
94,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Bad quality,0
95,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Bad,0
96,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Very nice saree supr,1
97,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Good luck,1
98,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Nyc products,1
99,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Very nice,1
100,Female,Sarees,244,Divastri ,Printed Bollywood Crepe Saree  (Blue),Very super,1
101,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",Nice saree..😊,1
102,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",just awesome ❤❤😍,1
103,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",Printing gud bt cloth is not good & less weight saree,1
104,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",very beautiful and nice saree....,1
105,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)","Received saree the same as shown. Was having doubt on colour but got the exact very same colour. Also, the material of saree is good. Prints are very clear, not hazy.",1
106,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",Very cheap quality...don't waste ur money for it,0
107,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",not worth for money,0
108,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",material is not good,0
109,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",low quality printing and material .very bad finishing,0
110,Female,Sarees,274,Divastri ,"Printed, Self Design, Digital Print, Embellished Kalamkari Khadi Silk Saree  (Light Green)",colours and quality are very bad,0
111,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),"This floral print silk saree is very good, material is super and design is also very beautiful, lightweight and easy to handle.",1
112,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),Very beautiful. Material quality is excellent comfortable to wear. Saree is so light weight.,1
113,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),"Good stuff, very fast delivery. Thanks Flipkart",1
114,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),An amazing saree as per the price. Looks exactly as shown in the image and looks very rich and gorgeous.,1
115,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),Gud one,1
116,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),"Beautiful, Elegant and Pretty Saree. Print, Color and design all are too good.",1
117,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),"Nice fabric at the low price I would say, I didn't found a better than this saree at local market shop at the price..",1
118,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),Very bad quality,0
119,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),Very bad don't buy looking like curtain,0
120,Female,Sarees,254,Divastri ,Printed Daily Wear Art Silk Saree  (Red),Bad fabric,0
121,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Good product but the lace is little bit of low quality,0
122,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Cheap quality product. 400 is more than enough for this type of product.,0
123,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Nice one,1
124,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Good,1
125,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Nice color combination as shown in picture.,1
126,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Good,1
127,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",I m not satisfied,0
128,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",bad verry bad,0
129,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",very thin cloth. ..border is very dark...n saree looks dull,0
130,Female,Sarees,424,Bombey Velvat Fab ,"Printed, Floral Print, Geometric Print, Self Design, Ombre, Applique, Animal Print, Solid, Striped Daily Wear Chiffon, Georgette Saree  (Green, Blue, Dark Green, Dark Blue)",Please don't take this product Very poor 🥴🥴🥴🥴☠️☠️☠️,0
131,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",Super love it,1
132,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",Too good.. Happy to purchase,1
133,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)","beautiful saree, falls wonderfully. much appreciated.",1
134,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)","nice product ,happy to purchase",1
135,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",beautiful decent saree.....,1
136,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",good product,1
137,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",I'm not satisfied with the product cloth is very normal,0
138,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",very bad,0
139,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",Beware it's not a cotton saree,0
140,Female,Sarees,424,Bombey Velvat Fab ,"Temple Border, Ombre, Woven, Solid Maheshwari Jacquard, Cotton Silk Saree  (Multicolor)",bad product,0
141,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",very good product I am happy in my order...🥰🥰🥰🥰,1
142,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",good product...i like it,1
143,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",good,1
144,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",I love it good saari,1
145,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",Bought it for my mother. Loved it. Looks even better than the images on Flipkart. Fabric is light and comfortable.,1
146,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",not bad its good..,1
147,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",I hated this,0
148,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",not up to mark....,0
149,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",nice,1
150,Female,Sarees,680,Bombey Velvat Fab ,"Woven Kanjivaram Cotton Blend, Cotton Silk Saree  (Multicolor)",not good,0
151,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",beautiful,1
152,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",nice saree,1
153,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",best quality,1
154,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",Nice,1
155,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",good,1
156,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",worst product.,0
157,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",That's really good.😊😊😊,1
158,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",product is not good,0
159,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",Not good,0
160,Female,Sarees,509,Bombey Velvat Fab ,"Color Block Maheshwari Cotton Blend, Cotton Silk Saree  (Light Blue, Blue)",good,1
161,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Colors bleeding and fading like anything. Really third class product,0
162,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Beautiful,1
163,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Nice,1
164,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Nice one,1
165,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Awesome ,1
166,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Not good,0
167,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Very nice kurti and I love it,1
168,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Awesome ,1
169,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Trendy,1
170,Female,Kurta&Kurtis,555,BIBA ,Women Printed Pure Cotton Straight Kurta  (Multicolor),Very good,1
171,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Color is not good,0
172,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),I love this product. Awesome product.,1
173,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Very pretty and comfortable,1
174,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Super quality,1
175,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Excellent 😊😊,1
176,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),"Worst product don’t ever buy it, . The colour is fading out within one wash before wearing it .",0
177,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),faded and shrink in one wash,0
178,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Awesome 😎,1
179,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Cloth and design not expected,0
180,Female,Kurta&Kurtis,604,BIBA ,Women Floral Print Pure Cotton Straight Kurta  (Dark Blue),Colour fade print fade,0
181,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Looks like some cheap 100 rupees roadside product....don't buy.,0
182,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),It's good product,1
183,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),quality is good,1
184,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Product quality was very good...but presentation was very poor....kurta was stinking as if it was delivered to someone else and the person had wore it once and then returned the product....,1
185,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Great,1
186,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Good one,1
187,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Nice kurta I purchased for my friend she is happy to got it,1
188,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Very good fit and quality,1
189,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),Nice ...but buy a smaller size,1
190,Female,Kurta&Kurtis,469,BIBA ,Women Printed Polyester Straight Kurta  (Multicolor),worst product.,0
191,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),Great,1
192,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),Fine quality as expected,1
193,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),"Good, as described",1
194,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),It is very good kurta,1
195,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),Quality defective and colors down,0
196,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),Good one,1
197,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),Nice fabric,1
198,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),Awesome,1
199,Female,Kurta&Kurtis,624,BIBA ,Women Printed Polycotton A-line Kurta  (Orange),nice and stylish,1
